,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
32,Hacking Corporativo - Curso Completo - De cero a cien,https://www.udemy.com/course/hacking-corporativo-curso-completo-de-cero-a-cien/?couponCode=CU4R3NT3N4-P3RU,4.06977,115,Español,"7,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,1 days 07:00:00.000000000,{'Gabriel Lazo'}
17,Curso de programación C# SQL SERVER para principiantes,https://www.udemy.com/course/curso-de-programacion-c-sql-server-para-principiantes/?couponCode=ADF83DE38BB4CC5CC1EA,3.85714,133,Español,4 total Stunden,IT & Software,Sonstiges,,1 days 03:00:00.000000000,{'Lcdo.Eddy Quintero'}
127,Construcción de sitios Web con Wordpress,https://www.udemy.com/course/construccion-wordpress/?couponCode=B660C7A463BABA8AAF22,3.90476,27,Español,3 total Stunden,IT & Software,Sonstiges,,0 days 12:00:00.000000000,{'Beny Blanco'}
140,Core Data en iOS  y Swift | La Mejor Introducción,https://www.udemy.com/course/persistencia-base-datos-ios-swift-core-data-sqlite/?couponCode=7C9207080091E35CD532,4.25,117,Español,8 total Stunden,Programmierung,Datenbanken,,2 days 10:00:00.000000000,"{'Gabo Cuadros Cardenas', 'Juan Villalvazo'}"
169,Bases de Datos MySQL y phpMyAdmin para Principiantes,https://www.udemy.com/course/mysql-principiantes/?couponCode=A5518228CD2061AB2202,4.05,13,Español,2 total Stunden,Programmierung,Datenbanken,,1 days 15:00:00.000000000,{'Beny Blanco'}
1,Kotlin | Introducción a la Programación,https://www.udemy.com/course/android-kotlin/?couponCode=74F2D8E9204884CE6759,4.28261,252,Español,"3,5 total Stunden",Programmierung,Mobile-Apps,,2 days 10:00:00.000000000,{'Juan Villalvazo'}
19,Blockchain: Comprende Bitcoin y desarrolla tu Criptomoneda,https://www.udemy.com/course/aprende-blockchain/?couponCode=COVID-19,4.59375,62,Español,"5,5 total Stunden",Programmierung,Programmiersprachen,,1 days 04:00:00.000000000,{'Javi Jiménez'}
14,"Test-Driven Development, TDD  workshop intensivo  en PHP",https://www.udemy.com/course/tdd-test-driven-development-php-aprende-tdd-con-katas-ejemplos/?couponCode=FB023D123CE8FC8E956C,3.9,16,Español,35 Min. gesamt,Programmierung,Softwareentwicklung,,1 days 04:00:00.000000000,{'Sara Cubillas'}
26,Programa tus Primeros Juegos HTML5 con JavaScript,https://www.udemy.com/course/programa-tus-primeros-juegos-html5-con-javascript/?couponCode=YOMEQUEDOENCASA2,4.51323,548,Español,"8,5 total Stunden",Programmierung,Spieleentwicklung,,1 days 05:00:00.000000000,{'Javier Muñiz'}
112,La guía definitiva del desarrollo de videojuegos con Unity,https://www.udemy.com/course/la-guia-definitiva-del-desarrollo-de-videojuegos-con-unity/?couponCode=B67FF4EC7C41F4453992,4.54225,622,Español,"13,5 total Stunden",Programmierung,Spieleentwicklung,,2 days 20:00:00.000000000,"{'Unity Technologies', 'Jonathan Weinberger', 'Carlos López'}"
103,Vue JS - Aprende a Crear Aplicaciones Web Modernas con Vue,https://www.udemy.com/course/vue-js-2-para-principiantes/?couponCode=VUEJS-FREE,4.40826,192,Español,11 total Stunden,Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'Grover Vásquez'}
114,Aprende a programar usando JavaScript - Curso en español,https://www.udemy.com/course/javascript-spanish/?couponCode=QUEDATEENCASA,4.5,54,Español,5 total Stunden,Programmierung,Webentwicklung,,1 days 17:00:00.000000000,{'Rick Garcia'}
132,JavaScript Moderno Guía Definitiva Construye +15 Proyectos,https://www.udemy.com/course/javascript-moderno-guia-definitiva-construye-10-proyectos/?couponCode=APRENDEJAVASRIPT,4.63598,2443,Español,"31,5 total Stunden",Programmierung,Webentwicklung,,0 days 04:00:00.000000000,{'Juan Pablo De la torre Valdez'}
153,Un Programme MBA en un Cours avec un Professeur Reconnu,https://www.udemy.com/course/un-programme-mba-en-un-cours-avec-un-professeur-reconnu/?couponCode=B69D17FBA8811A6EF1DD,4.33871,283,Français,8 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education (International Version) by Chris Haroun', 'Chris Haroun'}"
97,Un Intero MBA in 1 Corso: Premiato Prof. di Economia,https://www.udemy.com/course/italian-entire-mba-un-intero-mba-in-1-corso-premiato-prof-di-economia/?couponCode=8DA241F898E5D293517B,4.36111,215,Italiano,8 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education (International Version) by Chris Haroun', 'Chris Haroun'}"
79,MBA Completo em 1 Curso: Prof Premiado de Escola de Negócios,https://www.udemy.com/course/mba-completo-em-1-curso-prof-premiado-de-escola-de-negocios-portuguese/?couponCode=4D8B42438D5CD437F18D,4.45455,815,Português,8 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education (International Version) by Chris Haroun', 'Chris Haroun'}"
109,SEO Eğitimi 2020 - 0'dan İleri Seviyeye Uzmanından SEO Kursu,https://www.udemy.com/course/seo-egitimi-0dan-ileri-seviyeye-uzmanndan-seo-kursu/?couponCode=EVDEKAL,4.67521,273,Türkçe,8 total Stunden,Marketing,Suchmaschinenoptimierung,,0 days 06:00:00.000000000,{'Sedat Akdemir'}
72,"SQL Server Veritabanı Programlama: Temel, Orta, İleri Seviye",https://www.udemy.com/course/sql-server-veritabani-programlama/?couponCode=F444BCE899318571C8B1,4.14474,540,Türkçe,"21,5 total Stunden",Programmierung,Datenbanken,,2 days 05:00:00.000000000,{'Cihan Özhan'}
164,"C# Programlama Dili : Temel, Orta, İleri Seviye",https://www.udemy.com/course/csharp-programlama-dili/?couponCode=C811F27B7E7510123A1B,4.37805,559,Türkçe,"33,5 total Stunden",Programmierung,Programmiersprachen,,2 days 05:00:00.000000000,{'Cihan Özhan'}
117,ماجستير إدارة الاعمال بالكامل في دورة واحدة,https://www.udemy.com/course/an-entire-mba-in-1-course-arabic-version-by-chris-haroun/?couponCode=6267F9D50CC491E7F70D,4.44502,1886,العربية,8 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education (International Version) by Chris Haroun', 'Chris Haroun'}"
21,أساسيات التسويق على السوشيال ميديا خطوه بخطوه,https://www.udemy.com/course/fundamentals-of-marketing-on-social-media/?couponCode=FA682108B12AA0236BDD,3.90909,30,العربية,1 total Stunde,Marketing,Digitales Marketing,,0 days 12:00:00.000000000,{'Khaled Yousef'}
174,الخريطة : مبادئ الوعي الذاتي,https://www.udemy.com/course/selfawareness/?couponCode=ONLINE,4.23529,34,العربية,43 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,0 days 11:00:00.000000000,{'Mohamad Eid'}
54,米国MBA教授が教える：起業からIPOまでMBAのすべて,https://www.udemy.com/course/an-entire-mba-in-1-course-japanese-version/?couponCode=651D8D0A8D51E1BC5789,4.135,858,日本語,8 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education (International Version) by Chris Haroun', 'Chris Haroun'}"
138,하나의 강좌에 MBA 과정 전체가 하나의 강좌에: 수상 경력이있는 경영 대학 교수,https://www.udemy.com/course/korean-an-antire-mba-in-1-course/?couponCode=C8379FB46B882ABF8D4C,4.42308,134,한국어,8 total Stunden,Business,Unternehmensgründung,,0 days 12:00:00.000000000,"{'Complete Business Education (International Version) by Chris Haroun', 'Chris Haroun'}"
