,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
200,Learn Firefox Developer Edition,https://www.udemy.com/course/learn-firefox-developer-edition/?couponCode=TRY109FREE2,3.59091,30,English,32 Min. gesamt,Programmierung,Programmierungstools,,2 days 19:00:00.000000000
4,Learn Photoshop Scripts,https://www.udemy.com/course/learn-photoshop-scripts/?couponCode=TRY109FREE2,3.59375,19,English,32 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
6,Learn Photoshop Layers,https://www.udemy.com/course/learn-photoshop-layers/?couponCode=TRY109FREE2,3.59091,19,English,1 total Stunde,Programmierung,Sonstiges,,2 days 19:00:00.000000000
17,Learn Basic Premiere Pro,https://www.udemy.com/course/learn-basic-premiere-pro/?couponCode=TRY109FREE2,3.68182,12,English,1 total Stunde,Programmierung,Sonstiges,,2 days 19:00:00.000000000
23,Learn Photoshop Automate,https://www.udemy.com/course/learn-photoshop-automate/?couponCode=TRY109FREE2,3.5,10,English,34 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
27,Learn PowerShell,https://www.udemy.com/course/learn-powershell/?couponCode=TRY109FREE2,3.2971,90,English,1 total Stunde,Programmierung,Sonstiges,,2 days 19:00:00.000000000
60,AutoCAD 2020 and Artificial Intelligence Tools: Part 1,https://www.udemy.com/course/autocad-2020-and-artificial-intelligence-tools-part-1/?couponCode=DB1F80CA4EF3F40D51AC,3.92308,49,English,1 total Stunde,Programmierung,Sonstiges,,0 days 09:00:00.000000000
64,Learn Basic Adobe XD,https://www.udemy.com/course/learn-basic-adobe-xd/?couponCode=TRY109FREE2,3.44022,121,English,35 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
102,Learn Photoshop Workspaces,https://www.udemy.com/course/learn-photoshop-workspaces/?couponCode=TRY109FREE2,3.6,14,English,35 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
113,Learn Basic Premiere Rush,https://www.udemy.com/course/learn-basic-premiere-rush/?couponCode=TRY109FREE2,3.75,18,English,33 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
129,Learn Basic Lightroom,https://www.udemy.com/course/learn-basic-lightroom/?couponCode=TRY109FREE2,4.42857,25,English,33 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
130,Learn Photoshop Tools,https://www.udemy.com/course/learn-photoshop-tools/?couponCode=TRY109FREE2,4.2,15,English,35 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
132,Learn Photoshop Toolbar Keyboard Shortcuts,https://www.udemy.com/course/learn-photoshop-toolbar-keyboard-shortcuts/?couponCode=TRY109FREE2,3.85,11,English,41 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
139,Digishock 1.0 Basics: Technologies that can shake the world,https://www.udemy.com/course/digishock-10-basics-create-operating-system-without-code/?couponCode=7BE654FFC5CA30C958A2,3.2,53,English,42 Min. gesamt,Programmierung,Sonstiges,,0 days 09:00:00.000000000
140,Learn Basic Photoshop,https://www.udemy.com/course/learn-basic-photoshop/?couponCode=TRY109FREE2,3.70166,210,English,"1,5 total Stunden",Programmierung,Sonstiges,,2 days 19:00:00.000000000
146,Learn Photoshop Preferences,https://www.udemy.com/course/learn-photoshop-preferences/?couponCode=TRY109FREE2,3.15,11,English,34 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
149,Learn Basic InDesign,https://www.udemy.com/course/learn-basic-indesign/?couponCode=TRY109FREE2,3.875,53,English,1 total Stunde,Programmierung,Sonstiges,,2 days 19:00:00.000000000
153,Learn Photoshop Extensions,https://www.udemy.com/course/learn-photoshop-extensions/?couponCode=TRY109FREE2,3.5,10,English,1 total Stunde,Programmierung,Sonstiges,,2 days 20:00:00.000000000
154,Learn Creative Cloud,https://www.udemy.com/course/learn-creative-cloud/?couponCode=TRY109FREE2,3.97826,29,English,39 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
156,Learn Basic Audition,https://www.udemy.com/course/learn-basic-audition/?couponCode=TRY109FREE2,3.6,13,English,43 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
181,Learn Photoshop Filters,https://www.udemy.com/course/learn-photoshop-filters/?couponCode=TRY109FREE2,3.29167,13,English,1 total Stunde,Programmierung,Sonstiges,,2 days 20:00:00.000000000
191,Learn Basic Illustrator,https://www.udemy.com/course/learn-basic-illustrator/?couponCode=TRY109FREE2,3.65705,195,English,39 Min. gesamt,Programmierung,Sonstiges,,2 days 19:00:00.000000000
197,Learn Photoshop Menu Keyboard Shortcuts,https://www.udemy.com/course/learn-photoshop-menu-keyboard-shortcuts/?couponCode=TRY109FREE2,3.83333,16,English,1 total Stunde,Programmierung,Sonstiges,,2 days 19:00:00.000000000
2,Web Development Masterclass - Complete Certificate Course,https://www.udemy.com/course/web-development-masterclass-complete-certificate-course/?couponCode=3B42482F5EC0783CDB0A,4.3557,610,English,"20,5 total Stunden",Programmierung,Webentwicklung,,0 days 09:00:00.000000000
36,Learn Basic GitHub,https://www.udemy.com/course/learn-basic-github/?couponCode=TRY109FREE2,3.61215,127,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
49,Learn Basic SVG,https://www.udemy.com/course/learn-basic-svg/?couponCode=TRY109FREE2,4.02632,27,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
55,Learn Advanced CSS3,https://www.udemy.com/course/the-complete-css-course/?couponCode=TRY109FREE2,3.73846,188,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
62,Front End Web Development For Beginners (A Practical Guide),https://www.udemy.com/course/learn-front-end-development/?couponCode=TRY109FREE2,4.1289,1019,English,"3,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
69,Complete Web Development: 22 Courses in 1,https://www.udemy.com/course/the-complete-web-development-course/?couponCode=FREEWEBDEV,3.67241,480,English,"11,5 total Stunden",Programmierung,Webentwicklung,,0 days 11:00:00.000000000
80,Learn Advanced JavaScript,https://www.udemy.com/course/the-learn-javascript-course/?couponCode=TRY109FREE2,3.56081,221,English,"2,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
84,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/?couponCode=929C2B0E665C6B9C039A,4.0,149,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 23:00:00.000000000
88,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu 18.04",https://www.udemy.com/course/install-nginx-php-mysql-ssl-wordpress-on-ubuntu/?couponCode=CDDD6A5E8D29CE360AD9,4.19643,107,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 11:00:00.000000000
90,Learn Basic jQuery,https://www.udemy.com/course/learn-basic-jquery/?couponCode=TRY109FREE2,4.18056,57,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
91,Learn Advanced HTML5,https://www.udemy.com/course/the-complete-html-5-course-from-scratch/?couponCode=TRY109FREE2,3.83654,702,English,2 total Stunden,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
98,Learn Web Hosting,https://www.udemy.com/course/learn-web-hosting/?couponCode=TRY109FREE2,3.42754,75,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
104,Learn Advanced jQuery,https://www.udemy.com/course/the-learn-jquery-course/?couponCode=TRY109FREE2,3.70732,98,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
105,Learn MySQL - For Beginners,https://www.udemy.com/course/learn-mysql-for-beginners/?couponCode=9CFFADA069F5FCADCABD,4.26923,108,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 23:00:00.000000000
111,Learn XML-AJAX - For Beginners,https://www.udemy.com/course/learn-xml-ajax-for-beginners/?couponCode=CDCB927E0F7424615CAE,4.55,40,English,"2,5 total Stunden",Programmierung,Webentwicklung,,1 days 23:00:00.000000000
143,Learn Basic JavaScript,https://www.udemy.com/course/learn-basic-javascript/?couponCode=TRY109FREE2,3.91813,197,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
144,Learn Advanced Bootstrap 4,https://www.udemy.com/course/learn-advanced-bootstrap-4/?couponCode=TRY109FREE2,3.7907,57,English,"2,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
147,Learn Font Awesome,https://www.udemy.com/course/learn-font-awesome/?couponCode=TRY109FREE2,3.73684,22,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
167,Learn Sublime Text 3,https://www.udemy.com/course/learn-sublime-text-3/?couponCode=TRY109FREE2,3.89,71,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
169,Learn Basic Bootstrap 4,https://www.udemy.com/course/learn-basic-bootstrap-4/?couponCode=TRY109FREE2,4.07812,73,English,2 total Stunden,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
171,Learn Bootstrap - For Beginners,https://www.udemy.com/course/learn-bootstrap-for-beginners/?couponCode=A2C1AB0CBB11D08C33EE,4.13889,110,English,3 total Stunden,Programmierung,Webentwicklung,,2 days 23:00:00.000000000
173,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/course/html5css3/?couponCode=MARCHFREE,4.18182,196,English,"4,5 total Stunden",Programmierung,Webentwicklung,,1 days 14:00:00.000000000
176,Compass - powerful SASS library that makes your life easier,https://www.udemy.com/course/compass-powerful-sass-library-that-makes-your-life-easier/?couponCode=0396A134418A3E3E6BA3,4.15,43,English,2 total Stunden,Programmierung,Webentwicklung,,0 days 18:00:00.000000000
177,Learn Advanced SVG,https://www.udemy.com/course/learn-advanced-svg/?couponCode=TRY109FREE2,3.67857,19,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
196,Learn Google Fonts,https://www.udemy.com/course/learn-google-fonts/?couponCode=TRY109FREE2,4.025,29,English,43 Min. gesamt,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
198,Learn Basic HTML5,https://www.udemy.com/course/learn-basic-html5/?couponCode=TRY109FREE2,3.99559,263,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
212,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/?couponCode=8B6AE1F49C9CAF6CA778,4.17442,158,English,2 total Stunden,Programmierung,Webentwicklung,,1 days 23:00:00.000000000
215,Learn Domain Names,https://www.udemy.com/course/learn-domain-names/?couponCode=TRY109FREE2,3.71154,62,English,35 Min. gesamt,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
218,Learn jQuery - For Beginners,https://www.udemy.com/course/learn-jquery-for-beginners/?couponCode=657BDA27A695370EB503,4.46552,89,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 23:00:00.000000000
221,Learn Git Bash,https://www.udemy.com/course/learn-git-bash/?couponCode=TRY109FREE2,3.59677,138,English,42 Min. gesamt,Programmierung,Webentwicklung,,2 days 19:00:00.000000000
227,Learn Basic CSS3,https://www.udemy.com/course/learn-basic-css3/?couponCode=TRY109FREE2,3.8956,102,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
107,Earn Passive Income Teaching On Udemy In 2020 - Unofficial,https://www.udemy.com/course/teachonudemy/?couponCode=MARCHFREE,4.55,41,English,5 total Stunden,Wissenschaft & Lehre,Online-Unterricht,,1 days 14:00:00.000000000
195,Build your own powerful super computer on cloud in 2020,https://www.udemy.com/course/build-your-own-powerful-super-computer-on-cloud/?couponCode=333686F4E59CAFA99469,3.11364,76,English (India),1 total Stunde,Programmierung,Sonstiges,,0 days 19:00:00.000000000
32,Curso Completo de Linux,https://www.udemy.com/course/curso-completo-de-linux/?couponCode=6669BD13C18C7DA7D0CF,3.80769,59,Español,14 total Stunden,IT & Software,Betriebssysteme,,2 days 06:00:00.000000000
73,Aprende Cómo Hacer El Mejor Podcast y Con Hosting,https://www.udemy.com/course/power-podcast-el-exito-de-los-negocios-en-medios-sociales/?couponCode=MARCH5APRENDE,4.0,13,Español,"3,5 total Stunden",Marketing,Social-Media-Marketing,,1 days 07:00:00.000000000
138,Learn Opera,https://www.udemy.com/course/learn-opera/?couponCode=TRY109FREE2,4.05,23,Italiano,35 Min. gesamt,Programmierung,Programmierungstools,,2 days 19:00:00.000000000
15,Tembellik (Atalet) Nedir ve Nasıl Yenilir ?,https://www.udemy.com/course/ataleti-ve-tembelligi-yenebilirsiniz/?couponCode=FREECOURSE,4.25532,47,Türkçe,42 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,2 days 03:00:00.000000000
118,"Amazon affiliate from zero to Hero Arabic, أمازون افلييت",https://www.udemy.com/course/amazon-affiliate-from-zero-to-hero-arabic/?couponCode=3601AFE27F9E0C11D29A,3.95,19,العربية,"4,5 total Stunden",Marketing,Affiliate-Marketing,,1 days 03:00:00.000000000
