,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
134,"React Native Mobile App - design, code and publish",https://www.udemy.com/course/react-native-mobile-app-design-code-and-publish/?couponCode=FREE_REACT_NATIVE,4.1625,40,English,8 total Stunden,Programmierung,Mobile-Apps,,2 days 00:00:00.000000000,{'Lukasz Baldy'}
0,Complete Java Course: Zero to Hero,https://www.udemy.com/course/complete-java-course-zero-to-hero/?couponCode=JAVA99Y,3.8,32,English,1 total Stunde,Programmierung,Programmiersprachen,,0 days 08:00:00.000000000,"{'Shokal Shah', 'Zone X'}"
1,Java Programming: Complete Beginner to Advanced,https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/?couponCode=AAFD880D0668FE34A905,4.41612,1073,English,"1,5 total Stunden",Programmierung,Programmiersprachen,,1 days 06:00:00.000000000,{'CodeIn Academy'}
37,Complete Python Course: Learn Hands On Practically,https://www.udemy.com/course/complete-python-course-learn-hands-on-practically-i/?couponCode=DISCUDEMY.COM,3.2,36,English,30 Min. gesamt,Programmierung,Programmiersprachen,,2 days 01:00:00.000000000,"{'Shokal Shah', 'Zone X'}"
49,Python 3 For Beginners in 2020!,https://www.udemy.com/course/python-masterclass-for-beginners/?couponCode=BEZ-POSTOVNEHO.CZ,4.2029,1094,English,6 total Stunden,Programmierung,Programmiersprachen,,1 days 23:00:00.000000000,"{""Luke's Programming School""}"
77,Step by Step Guide : Angular for Beginners,https://www.udemy.com/course/angular-for-beginners-l/?couponCode=2C3CF7539E9012D17427,4.2,12,English,2 total Stunden,Programmierung,Sonstiges,,0 days 19:00:00.000000000,{'BPB Online + 100 Million Books Sold'}
83,Excel VLOOKUP for beginners,https://www.udemy.com/course/excel-vlookup-for-beginners/?couponCode=VLOOKUP_MAR_1,3.9625,40,English,1 total Stunde,Programmierung,Sonstiges,,1 days 19:00:00.000000000,{'Ajay Tech'}
18,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/?couponCode=8B6AE1F49C9CAF6CA778,4.12766,162,English,2 total Stunden,Programmierung,Webentwicklung,,0 days 06:00:00.000000000,{'YouAccel Training'}
38,Learn jQuery - For Beginners,https://www.udemy.com/course/learn-jquery-for-beginners/?couponCode=657BDA27A695370EB503,4.44828,90,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 06:00:00.000000000,{'YouAccel Training'}
41,Learn XML-AJAX - For Beginners,https://www.udemy.com/course/learn-xml-ajax-for-beginners/?couponCode=CDCB927E0F7424615CAE,4.55,40,English,"2,5 total Stunden",Programmierung,Webentwicklung,,0 days 06:00:00.000000000,{'YouAccel Training'}
44,Learn MySQL - For Beginners,https://www.udemy.com/course/learn-mysql-for-beginners/?couponCode=9CFFADA069F5FCADCABD,4.26923,108,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 06:00:00.000000000,{'YouAccel Training'}
53,Learn CSS - For Beginners,https://www.udemy.com/course/learn-css-for-beginners/?couponCode=C02E6666A67E62D6CBAA,3.98214,75,English,2 total Stunden,Programmierung,Webentwicklung,,2 days 04:00:00.000000000,{'YouAccel Training'}
59,Learn Bootstrap - For Beginners,https://www.udemy.com/course/learn-bootstrap-for-beginners/?couponCode=A2C1AB0CBB11D08C33EE,4.125,111,English,3 total Stunden,Programmierung,Webentwicklung,,1 days 05:00:00.000000000,{'YouAccel Training'}
85,Learn HTML - For Beginners,https://www.udemy.com/course/learn-html-for-beginners/?couponCode=E0021B83941F7621B41B,4.29412,101,English,"2,5 total Stunden",Programmierung,Webentwicklung,,2 days 04:00:00.000000000,{'YouAccel Training'}
117,Practical Web Design & Development: 7 Courses in 1,https://www.udemy.com/course/learn-web-design-html-css-adobe-photoshop/?couponCode=FREEWEBDEV2020,4.02381,482,English,5 total Stunden,Programmierung,Webentwicklung,,2 days 18:00:00.000000000,{'Creative Online School'}
121,Internet and Web Development Fundamentals,https://www.udemy.com/course/internet-and-web-development-fundamentals/?couponCode=8BBE0E5C6F09E574CC78,4.375,63,English,4 total Stunden,Programmierung,Webentwicklung,,2 days 04:00:00.000000000,{'YouAccel Training'}
126,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/?couponCode=929C2B0E665C6B9C039A,4.0,149,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 05:00:00.000000000,{'YouAccel Training'}
63,English Speaking Course. Speak English Slang & Idioms. ESL.,https://www.udemy.com/course/speaking-american-english-idioms-slang-pronunciation-accents/?couponCode=LEARNENGLISHFREE,4.40517,458,English,3 total Stunden,Wissenschaft & Lehre,Sprache,,2 days 10:00:00.000000000,{'Steve McDonald'}
84,Curso Completo de Linux,https://www.udemy.com/course/curso-completo-de-linux/?couponCode=6669BD13C18C7DA7D0CF,3.9375,81,Español,14 total Stunden,IT & Software,Betriebssysteme,,0 days 13:00:00.000000000,{'Beny Blanco'}
4,Tembellik (Atalet) Nedir ve Nasıl Yenilir ?,https://www.udemy.com/course/ataleti-ve-tembelligi-yenebilirsiniz/?couponCode=FREECOURSE,4.26531,50,Türkçe,42 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,0 days 10:00:00.000000000,{'Emir Baran Salbaş'}
