,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
71,Build Library Management System | Python & PyQt5,https://www.udemy.com/course/build-library-management-system-python-pyqt5/?couponCode=1A348A0C24F3E67F1685,3.9,62,English,"6,5 total Stunden",Programmierung,Programmiersprachen,,0 days 13:00:00.000000000,{'Mahmoud Ahmed'}
72,Ultimate Angular Course - Learn Angular Practically,https://www.udemy.com/course/ultimate-angular-course-learn-angular-practically/?couponCode=MTANGNG12,3.4,11,English,1 total Stunde,Programmierung,Programmiersprachen,,0 days 15:00:00.000000000,{'Abdul Motin'}
23,Master C# & .NET Debugging with Visual Studio 2019,https://www.udemy.com/course/c-sharp-dot-net-debugging-with-visual-studio/?couponCode=617172EF2D9F808EAE1A,3.65,12,English,"1,5 total Stunden",Programmierung,Programmierungstools,,1 days 21:00:00.000000000,{'Badran Yahyaoui'}
77,Ask Me Anything About Unity,https://www.udemy.com/course/unity-ama/?couponCode=BETTER_THAN_TP,4.80952,208,English,14 total Stunden,Programmierung,Spieleentwicklung,,1 days 11:00:00.000000000,"{'Penny de Byl', 'Penny @Holistic3D.com'}"
24,Build Hotel Site With Python & Django,https://www.udemy.com/course/build-hotel-system-with-python-django/?couponCode=EF1CB9418337A1B6F9EE,3.8,38,English,4 total Stunden,Programmierung,Webentwicklung,,0 days 13:00:00.000000000,{'Mahmoud Ahmed'}
32,Build OLX Clone With Python & Django,https://www.udemy.com/course/build-olx-clone-with-python-django/?couponCode=93EF12A1D55BF3B0510A,3.35,22,English,"4,5 total Stunden",Programmierung,Webentwicklung,,0 days 13:00:00.000000000,{'Mahmoud Ahmed'}
44,Building Movies Site With Python & Django - IMDB Clone,https://www.udemy.com/course/building-movies-site-with-python-django-imdb-clone/?couponCode=239F7A1C1F05527CA79A,4.35,17,English,"3,5 total Stunden",Programmierung,Webentwicklung,,0 days 13:00:00.000000000,{'Mahmoud Ahmed'}
50,Learn to Host Multiple Domains on one Virtual Server,https://www.udemy.com/course/learn-to-host-multiple-domains-on-one-virtual-server/?couponCode=CA035B8B1826C9D12AD9,4.32353,86,English,1 total Stunde,Programmierung,Webentwicklung,,2 days 02:00:00.000000000,{'YouAccel Training'}
62,Complete CSS3 and Bootstrap Course: Beginning to Advanced,https://www.udemy.com/course/learn-css-and-bootstrap-from-scratch/?couponCode=FREECSS3,3.95,215,English,3 total Stunden,Programmierung,Webentwicklung,,1 days 14:00:00.000000000,{'Creative Online School'}
75,Build A Restaurant Site With Python and Django,https://www.udemy.com/course/build-a-restuarnt-site-with-python-and-django/?couponCode=3DDE473F463222F4A014,3.65,26,English,6 total Stunden,Programmierung,Webentwicklung,,0 days 13:00:00.000000000,{'Mahmoud Ahmed'}
76,"NGINX, Apache, SSL Encryption - Certification Course",https://www.udemy.com/course/nginx-apache-ssl-encryption-certification-course/?couponCode=1C1E3553222A0243D6CA,4.13514,92,English,"3,5 total Stunden",Programmierung,Webentwicklung,,2 days 02:00:00.000000000,{'YouAccel Training'}
79,"HTML, CSS, & JavaScript - Certification Course for Beginners",https://www.udemy.com/course/html-css-javascript-certification-course-for-beginners/?couponCode=5052F1B5CBAEA3021335,4.21696,551,English,"5,5 total Stunden",Programmierung,Webentwicklung,,2 days 02:00:00.000000000,{'YouAccel Training'}
59,Master & Maker: Realiza proyectos con Arduino. De 0 a Maker!,https://www.udemy.com/course/master-maker-realiza-proyectos-con-arduino-de-0-a-maker/?couponCode=YOMEQUEDOENCASA,4.45,23,Español,"9,5 total Stunden",IT & Software,Hardware,,0 days 21:00:00.000000000,{'Alvaro Núñez'}
20,Creador de Licencias para Software en C#,https://www.udemy.com/course/creador-de-licencias-para-software-en-c/?couponCode=CEFDA0D7B8D7612EB6FE,4.68518,36,Español,1 total Stunde,IT & Software,Netzwerk & Sicherheit,,0 days 07:00:00.000000000,{'Codigo 369'}
84,✔ Curso Excel y Power BI – Análisis y Visualización de Datos,https://www.udemy.com/course/curso-tutorial-aprender-como-usar-power-bi-excel-ejercicios-practicos/?couponCode=QUEDATEENCASA,4.47531,551,Español,"11,5 total Stunden",Office-Produktivität,Microsoft,,2 days 06:00:00.000000000,"{'Datdata – Educación Online', 'Javier Gomez'}"
0,Core Data en iOS  y Swift | La Mejor Introducción,https://www.udemy.com/course/persistencia-base-datos-ios-swift-core-data-sqlite/?couponCode=7C9207080091E35CD532,4.5,119,Español,8 total Stunden,Programmierung,Datenbanken,,0 days 05:00:00.000000000,"{'Juan Villalvazo', 'Gabo Cuadros Cardenas'}"
31,Kotlin | Introducción a la Programación,https://www.udemy.com/course/android-kotlin/?couponCode=74F2D8E9204884CE6759,4.25,262,Español,"3,5 total Stunden",Programmierung,Mobile-Apps,,0 days 05:00:00.000000000,{'Juan Villalvazo'}
85,La guía definitiva del desarrollo de videojuegos con Unity,https://www.udemy.com/course/la-guia-definitiva-del-desarrollo-de-videojuegos-con-unity/?couponCode=B67FF4EC7C41F4453992,4.52344,700,Español,"13,5 total Stunden",Programmierung,Spieleentwicklung,,0 days 16:00:00.000000000,"{'Unity Technologies', 'Carlos López', 'Jonathan Weinberger'}"
51,"Curso práctico de ortografía: ""Mejora tu ortografía ya""",https://www.udemy.com/course/mejora-tu-ortografia-ya/?couponCode=EE5FD3941D873CA22F25,4.2,123,Español,3 total Stunden,Wissenschaft & Lehre,Sprache,,1 days 00:00:00.000000000,{'Andrea Herrera'}
92,Makine Mühendisinden İleri Düzey Solidworks Uygulamaları,https://www.udemy.com/course/makine-muhendisinden-ileri-duzey-solidworks-uygulamalar/?couponCode=WIE-IEEE2020,3.45,34,Türkçe,"3,5 total Stunden",Design,3D & Animation,,0 days 16:00:00.000000000,{'Erkut AKAY'}
48,"QGis 3 - Ücretsiz, Açık Kaynak Gis Masaüstü Yazılımı Eğitimi",https://www.udemy.com/course/qgis-3-ucretsiz-acik-kaynak-gis-masaustu-yazlimi-egitimi/?couponCode=EBCA2656F196136341DF,4.65,28,Türkçe,"2,5 total Stunden",IT & Software,Sonstiges,,1 days 00:00:00.000000000,{'Ibrahim Saricicek'}
27,MS Excel: Temelden Zirveye - Örneklerle Excel | 2020,https://www.udemy.com/course/ms-excel-temelden-zirveye-orneklerle-excel/?couponCode=EVDEKALTURKIYE,4.48837,113,Türkçe,21 total Stunden,Office-Produktivität,Microsoft,,2 days 01:00:00.000000000,{'Harun Altay'}
53,Basitten İleriye Excel ++,https://www.udemy.com/course/basitten-ileriye-excel/?couponCode=7119516B6B0B5B0CDFD3,4.45,136,Türkçe,"3,5 total Stunden",Office-Produktivität,Microsoft,,2 days 02:00:00.000000000,{'Muhammet Candaş'}
56,PostGIS Eğitimi Türkçe - Postgis in Turkish,https://www.udemy.com/course/postgis-egitimi-turkce-postgis-in-turkish/?couponCode=A3A72F6A386296EE9439,4.35,44,Türkçe,"3,5 total Stunden",Programmierung,Datenbanken,,1 days 00:00:00.000000000,{'Ibrahim Saricicek'}
87,"SQL Server Veritabanı Programlama: Temel, Orta, İleri Seviye",https://www.udemy.com/course/sql-server-veritabani-programlama/?couponCode=F444BCE899318571C8B1,4.22892,553,Türkçe,"21,5 total Stunden",Programmierung,Datenbanken,,0 days 01:00:00.000000000,{'Cihan Özhan'}
6,C# Kursu: Yeni Başlayanlar için C# Programlama Dersleri,https://www.udemy.com/course/komple-uygulamali-programlama-egitimi-yeni-baslayanlar/?couponCode=IEEECBUJS,4.5625,334,Türkçe,14 total Stunden,Programmierung,Programmiersprachen,,1 days 20:00:00.000000000,{'Sadık Turan'}
58,"C# Programlama Dili : Temel, Orta, İleri Seviye",https://www.udemy.com/course/csharp-programlama-dili/?couponCode=C811F27B7E7510123A1B,4.45872,603,Türkçe,"33,5 total Stunden",Programmierung,Programmiersprachen,,0 days 01:00:00.000000000,{'Cihan Özhan'}
47,Sıfırdan İleri Seviye Modern Javascript Dersleri ES7+ | 2020,https://www.udemy.com/course/modern-javascript-kursu/?couponCode=IEEECBUJS,4.61765,387,Türkçe,"23,5 total Stunden",Programmierung,Webentwicklung,,1 days 20:00:00.000000000,{'Sadık Turan'}
67,Kısa Yoldan Matematik,https://www.udemy.com/course/kisa-yoldan-matematik-i-candas-ogretmen/?couponCode=32496447B28AC6985846,4.5,105,Türkçe,23 total Stunden,Wissenschaft & Lehre,Mathematik,,2 days 20:00:00.000000000,{'Muhammet Candaş'}
81,Создание бизнес презентации в PowerPoint с нуля,https://www.udemy.com/course/powerpoint-2016-neit-design/?couponCode=PROMO_22_3,4.66667,236,Русский,2 total Stunden,Design,Grafikdesign,,2 days 17:00:00.000000000,{'Natalia Lyashenko'}
42,احترف تصميم واجهات المواقع والتطبيقات UI/UX with Adobe XD,https://www.udemy.com/course/ui-ux-with-adobe-xd-in-arabic/?couponCode=STAYHOME,4.21923,650,العربية,4 total Stunden,Design,User Experience,,0 days 09:00:00.000000000,{'Asem Saafan'}
68,الربح من ادسنس و الفيرال من الصفر للاحتراف,https://www.udemy.com/course/viral2019/?couponCode=CORONA2020,4.46512,151,العربية,2 total Stunden,Marketing,Social-Media-Marketing,,2 days 02:00:00.000000000,{'Faycel ben abess'}
25,اسرار السيو : كيف تصبح رقم #1 وتحقق ارباح كبيرة عبر الانترنت,https://www.udemy.com/course/seo-secret/?couponCode=CORONA2020,4.1,46,العربية,3 total Stunden,Marketing,Suchmaschinenoptimierung,,2 days 02:00:00.000000000,{'Faycel ben abess'}
