,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
131,Learn Basic HTML5,https://www.udemy.com/course/learn-basic-html5/?couponCode=TRY109FREE,3.99559,263,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 00:00:00.000000000
138,Learn Domain Names,https://www.udemy.com/course/learn-domain-names/?couponCode=TRY109FREE,3.71154,62,English,35 Min. gesamt,Programmierung,Webentwicklung,,0 days 00:00:00.000000000
150,Front End Web Development For Beginners (A Practical Guide),https://www.udemy.com/course/learn-front-end-development/?couponCode=TRY109FREE,4.13021,1019,English,"3,5 total Stunden",Programmierung,Webentwicklung,,0 days 00:00:00.000000000
158,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/course/html5css3/?couponCode=MARCHFREE,4.1,196,English,"4,5 total Stunden",Programmierung,Webentwicklung,,1 days 19:00:00.000000000
159,Learn Advanced Bootstrap 4,https://www.udemy.com/course/learn-advanced-bootstrap-4/?couponCode=TRY109FREE,3.7907,57,English,"2,5 total Stunden",Programmierung,Webentwicklung,,0 days 00:00:00.000000000
162,Compass - powerful SASS library that makes your life easier,https://www.udemy.com/course/compass-powerful-sass-library-that-makes-your-life-easier/?couponCode=0396A134418A3E3E6BA3,4.15,43,English,2 total Stunden,Programmierung,Webentwicklung,,0 days 23:00:00.000000000
173,Learn Advanced JavaScript,https://www.udemy.com/course/the-learn-javascript-course/?couponCode=TRY109FREE,3.56081,221,English,"2,5 total Stunden",Programmierung,Webentwicklung,,0 days 00:00:00.000000000
180,Learn Advanced jQuery,https://www.udemy.com/course/the-learn-jquery-course/?couponCode=TRY109FREE,3.70732,98,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 00:00:00.000000000
189,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/?couponCode=8B6AE1F49C9CAF6CA778,4.17442,158,English,2 total Stunden,Programmierung,Webentwicklung,,2 days 05:00:00.000000000
191,Learn Basic JavaScript,https://www.udemy.com/course/learn-basic-javascript/?couponCode=TRY109FREE,3.91813,197,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 00:00:00.000000000
106,Earn Passive Income Teaching On Udemy In 2020 - Unofficial,https://www.udemy.com/course/teachonudemy/?couponCode=MARCHFREE,4.55,41,English,5 total Stunden,Wissenschaft & Lehre,Online-Unterricht,,1 days 19:00:00.000000000
90,Shallow foundation,https://www.udemy.com/course/shallow-foundation/?couponCode=CIVILENGINEERING,5.0,14,English,"2,5 total Stunden",Wissenschaft & Lehre,Technische Wissenschaften,,0 days 02:00:00.000000000
104,Earth Pressure Theories,https://www.udemy.com/course/earth-pressure-theories-from-scratch/?couponCode=CIVILENGINEERING,4.5,10,English,"1,5 total Stunden",Wissenschaft & Lehre,Technische Wissenschaften,,0 days 02:00:00.000000000
184,IIT Pave and Design of Pavements,https://www.udemy.com/course/design-of-unreinforced-and-reinforced-pavements/?couponCode=CIVILENGINEERING,4.92308,13,English,2 total Stunden,Wissenschaft & Lehre,Technische Wissenschaften,,0 days 02:00:00.000000000
29,Curso Completo de Linux,https://www.udemy.com/course/curso-completo-de-linux/?couponCode=6669BD13C18C7DA7D0CF,3.80769,59,Español,14 total Stunden,IT & Software,Betriebssysteme,,2 days 12:00:00.000000000
