,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
36,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,https://www.udemy.com/course/how-to-use-microsoft-excel-beginning-to-advanced-tutorials/?couponCode=959B08859109C20558B5,4.42727,3759,English,7 total Stunden,Office-Produktivität,Microsoft,,0 days 04:00:00.000000000,{'Steve McDonald'}
83,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=CAFDCA8E0C0D307068E1,4.45,319,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,0 days 12:00:00.000000000,"{'Gary Lo', 'Wing Lee', 'Hashcademy Learning Platform'}"
136,The Complete Creativity Course: Unleash Your Innovation Now!,https://www.udemy.com/course/the-complete-creativity-course-unleash-your-innovation-now/?couponCode=611794CFBDD1A4E616AF,4.75,17,English,9 total Stunden,Persönliche Entwicklung,Kreativität,,0 days 05:00:00.000000000,{'TJ Walker'}
57,How To Achieve Any Goal In Life Using These Secret Formulas!,https://www.udemy.com/course/goalachieved/?couponCode=MARCHFREE,4.3,55,English,3 total Stunden,Persönliche Entwicklung,Motivation,,0 days 17:00:00.000000000,"{'Joe Parys Support', 'Joe Parys'}"
96,A Beginner's Guide to Overcoming Shyness,https://www.udemy.com/course/a-beginners-guide-to-overcoming-shyness/?couponCode=MARCH20,3.66667,12,English,31 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,2 days 07:00:00.000000000,{'Code Of Mind School'}
103,Personal Transformation in 7 days| Increase Your Self Esteem,https://www.udemy.com/course/personal-transformation-in-7-days-increase-your-self-esteem/?couponCode=MARCH20,3.96875,16,English,"4,5 total Stunden",Persönliche Entwicklung,Selbstwertgefühl,,1 days 05:00:00.000000000,{'Code Of Mind School'}
67,"React Native Mobile App - design, code and publish",https://www.udemy.com/course/react-native-mobile-app-design-code-and-publish/?couponCode=FREE_REACT_NATIVE,4.1625,40,English,8 total Stunden,Programmierung,Mobile-Apps,,2 days 20:00:00.000000000,{'Lukasz Baldy'}
39,Python 3 For Beginners in 2020!,https://www.udemy.com/course/python-masterclass-for-beginners/?couponCode=BEZ-POSTOVNEHO.CZ,4.2029,1094,English,6 total Stunden,Programmierung,Programmiersprachen,,2 days 19:00:00.000000000,"{""Luke's Programming School""}"
56,Java Programming: Complete Beginner to Advanced,https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/?couponCode=AAFD880D0668FE34A905,4.39502,1069,English,"1,5 total Stunden",Programmierung,Programmiersprachen,,2 days 03:00:00.000000000,{'CodeIn Academy'}
76,Complete Java Course: Zero to Hero,https://www.udemy.com/course/complete-java-course-zero-to-hero/?couponCode=JAVA99Y,3.6,32,English,1 total Stunde,Programmierung,Programmiersprachen,,1 days 04:00:00.000000000,"{'Zone X', 'Shokal Shah'}"
85,Complete Python Course: Learn Hands On Practically,https://www.udemy.com/course/complete-python-course-learn-hands-on-practically-i/?couponCode=DISCUDEMY.COM,3.2,36,English,30 Min. gesamt,Programmierung,Programmiersprachen,,2 days 21:00:00.000000000,"{'Zone X', 'Shokal Shah'}"
18,Learn MySQL - For Beginners,https://www.udemy.com/course/learn-mysql-for-beginners/?couponCode=9CFFADA069F5FCADCABD,4.26923,108,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 03:00:00.000000000,{'YouAccel Training'}
24,Learn XML-AJAX - For Beginners,https://www.udemy.com/course/learn-xml-ajax-for-beginners/?couponCode=CDCB927E0F7424615CAE,4.55,40,English,"2,5 total Stunden",Programmierung,Webentwicklung,,1 days 03:00:00.000000000,{'YouAccel Training'}
29,Learn Bootstrap - For Beginners,https://www.udemy.com/course/learn-bootstrap-for-beginners/?couponCode=A2C1AB0CBB11D08C33EE,4.13889,111,English,3 total Stunden,Programmierung,Webentwicklung,,2 days 02:00:00.000000000,{'YouAccel Training'}
46,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/?couponCode=929C2B0E665C6B9C039A,4.0,149,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 02:00:00.000000000,{'YouAccel Training'}
64,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu 18.04",https://www.udemy.com/course/install-nginx-php-mysql-ssl-wordpress-on-ubuntu/?couponCode=CDDD6A5E8D29CE360AD9,4.19643,107,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 14:00:00.000000000,{'YouAccel Training'}
79,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/?couponCode=8B6AE1F49C9CAF6CA778,4.17442,161,English,2 total Stunden,Programmierung,Webentwicklung,,1 days 03:00:00.000000000,{'YouAccel Training'}
87,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/course/html5css3/?couponCode=MARCHFREE,4.25,200,English,"4,5 total Stunden",Programmierung,Webentwicklung,,0 days 17:00:00.000000000,"{'Joe Parys Support', 'Joe Parys', 'Shahzaib Kamal'}"
130,Learn jQuery - For Beginners,https://www.udemy.com/course/learn-jquery-for-beginners/?couponCode=657BDA27A695370EB503,4.46552,90,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 02:00:00.000000000,{'YouAccel Training'}
50,Earn Passive Income Teaching On Udemy In 2020 - Unofficial,https://www.udemy.com/course/teachonudemy/?couponCode=MARCHFREE,4.55,43,English,5 total Stunden,Wissenschaft & Lehre,Online-Unterricht,,0 days 17:00:00.000000000,"{'Joe Parys Support', 'Joe Parys'}"
15,Curso Completo de Linux,https://www.udemy.com/course/curso-completo-de-linux/?couponCode=6669BD13C18C7DA7D0CF,3.82143,70,Español,14 total Stunden,IT & Software,Betriebssysteme,,1 days 10:00:00.000000000,{'Beny Blanco'}
59,Aprende Cómo Hacer El Mejor Podcast y Con Hosting,https://www.udemy.com/course/power-podcast-el-exito-de-los-negocios-en-medios-sociales/?couponCode=MARCH5APRENDE,4.0,13,Español,"3,5 total Stunden",Marketing,Social-Media-Marketing,,0 days 10:00:00.000000000,"{'Gisela Echeverría G.', 'Scott Alex', 'Scott Paton'}"
101,Tembellik (Atalet) Nedir ve Nasıl Yenilir ?,https://www.udemy.com/course/ataleti-ve-tembelligi-yenebilirsiniz/?couponCode=FREECOURSE,4.25532,49,Türkçe,42 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,1 days 06:00:00.000000000,{'Emir Baran Salbaş'}
2,"Amazon affiliate from zero to Hero Arabic, أمازون افلييت",https://www.udemy.com/course/amazon-affiliate-from-zero-to-hero-arabic/?couponCode=3601AFE27F9E0C11D29A,3.83333,28,العربية,"4,5 total Stunden",Marketing,Affiliate-Marketing,,0 days 06:00:00.000000000,{'Shaker abu Drais'}
