,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
38,The Complete Ethical Hacking Course: Beginner to Advance!,https://www.udemy.com/course/the-complete-ethical-hacking-course-beginner-to-advance/?couponCode=EHACK-C,3.18605,62,English,3 total Stunden,IT & Software,Netzwerk & Sicherheit,,2 days 04:00:00.000000000
42,The Complete Ethical Hacking Course!,https://www.udemy.com/course/ethical-hacking-professional/?couponCode=A5F8FB59913BEB27CC55,4.0316,901,English,"19,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,0 days 11:00:00.000000000
92,Complete Ethical Hacking Course: Beginner to Advanced,https://www.udemy.com/course/complete-ethical-hacking-course-beginner-to-advanced-v/?couponCode=DISCUDEMY.COM,3.41071,100,English,5 total Stunden,IT & Software,Netzwerk & Sicherheit,,1 days 03:00:00.000000000
27,Ace your career with the Power of Artificial Intelligence,https://www.udemy.com/course/ace-your-career-with-the-power-of-artificial-intelligence/?couponCode=5D2DB92F6A222E60E05B,3.35417,165,English,41 Min. gesamt,Marketing,Digitales Marketing,,1 days 00:00:00.000000000
60,Viral Marketing MasterClass 2020: Epic Tricks to Go Viral,https://www.udemy.com/course/viral-marketing-masterclass-2019-epic-tricks-to-go-viral/?couponCode=777B93F6495F5EA2504E,3.5,85,English,1 total Stunde,Marketing,Digitales Marketing,,1 days 15:00:00.000000000
99,Google Adwords For Newbies,https://www.udemy.com/course/ultimate-google-adwords-ads-training-for-ppc-seo-2019/?couponCode=FEB2020FREE,3.27778,44,English,1 total Stunde,Marketing,Digitales Marketing,,0 days 07:00:00.000000000
176,Viral Content Buzz - Killer Tactics For Blog Promotions 2020,https://www.udemy.com/course/viral-content-buzz-boost-your-blog-traffic-by-500/?couponCode=7C330166BFEE34FFF079,3.31818,285,English,37 Min. gesamt,Marketing,Growth Hacking,,0 days 22:00:00.000000000
40,Facebook Ads Marketing Crash course For Traffic - 2020,https://www.udemy.com/course/facebook-ads-facebook-marketing-strategy-advertising-for-traffic/?couponCode=FEB2020FREE,3.81757,188,English,34 Min. gesamt,Marketing,Social-Media-Marketing,,0 days 07:00:00.000000000
88,Facebook Ads And Marketing - Lead Generation Pro - 2020,https://www.udemy.com/course/facebook-marketing-for-lead-generation-2020/?couponCode=FEB2020FREE,3.64583,60,English,1 total Stunde,Marketing,Social-Media-Marketing,,0 days 07:00:00.000000000
97,Facebook Ads Marketing - Start Lead Generation Business 2019,https://www.udemy.com/course/facebook-ads-marketing-lead-generation-business-digital-marketing/?couponCode=FEB2020FREE,3.2,12,English,33 Min. gesamt,Marketing,Social-Media-Marketing,,0 days 07:00:00.000000000
112,Make Money Writing: Your Ultimate Guide to Earn as a Writer,https://www.udemy.com/course/make-money-writing-your-ultimate-guide-to-earn-as-a-writer/?couponCode=101A56EE3A6B2D8D91D0,3.64286,16,English,1 total Stunde,Marketing,Sonstiges,,2 days 15:00:00.000000000
75,Fire Up Your Website’s Traffic: A Beginner's Guide On SEO,https://www.udemy.com/course/fire-up-your-website-traffic/?couponCode=DDC0DD84B4B17A0D3742,3.66667,46,English,36 Min. gesamt,Marketing,Suchmaschinenoptimierung,,0 days 21:00:00.000000000
56,Create Your Own Online Branded TV Channel in 2020,https://www.udemy.com/course/fast-video-curation-create-an-online-branded-tv-channel/?couponCode=9CACA2126D843A5C60D8,3.15,119,English,1 total Stunde,Marketing,Video- & Mobile-Marketing,,0 days 22:00:00.000000000
101,"Start Vlogging & Youtube Channel, Edit Videos in minutes",https://www.udemy.com/course/start-vlogging-youtube-channel-marketing-videos-editing-phone/?couponCode=FEB2020FREE,3.27273,28,English,43 Min. gesamt,Marketing,Video- & Mobile-Marketing,,0 days 07:00:00.000000000
28,8D Audio Conversion: Convert Any Music Track To 8D,https://www.udemy.com/course/8d-audio-conversion-convert-any-music-track-to-8d/?couponCode=FE72D73A25ABC1E4E941,3.29412,51,English,40 Min. gesamt,Musik,Musiksoftware,,1 days 14:00:00.000000000
24,Learn Google Drive From Beginner to Advanced,https://www.udemy.com/course/learn-google-drive-from-beginner-to-advanced/?couponCode=TRY109FREE,3.87931,191,English,1 total Stunde,Office-Produktivität,Google,,1 days 00:00:00.000000000
141,Learn Gmail,https://www.udemy.com/course/gmail-productivity/?couponCode=TRY109FREE,4.03977,122,English,1 total Stunde,Office-Produktivität,Google,,1 days 00:00:00.000000000
184,Learn Google Forms,https://www.udemy.com/course/learn-google-forms/?couponCode=TRY109FREE,3.91964,61,English,1 total Stunde,Office-Produktivität,Google,,1 days 00:00:00.000000000
1,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,https://www.udemy.com/course/how-to-use-microsoft-excel-beginning-to-advanced-tutorials/?couponCode=959B08859109C20558B5,4.45333,3629,English,7 total Stunden,Office-Produktivität,Microsoft,,2 days 06:00:00.000000000
156,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=CAFDCA8E0C0D307068E1,4.46032,319,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,2 days 14:00:00.000000000
157,Innovation 2020: Learn To Think Creatively Like Walt Disney,https://www.udemy.com/course/learn-to-think-creatively-like-walt-disney/?couponCode=E415A26707D2F6BFFFCE,3.59524,133,English,41 Min. gesamt,Persönliche Entwicklung,Kreativität,,2 days 00:00:00.000000000
116,How To Achieve Any Goal In Life Using These Secret Formulas!,https://www.udemy.com/course/goalachieved/?couponCode=MARCHFREE,4.3,55,English,3 total Stunden,Persönliche Entwicklung,Motivation,,2 days 19:00:00.000000000
20,Artificial Intelligence Music Creation & Remixing 2020,https://www.udemy.com/course/artificial-intelligence-music-creation-remixing-2018/?couponCode=14E3D5EEC80A87AE590B,3.5,146,English,1 total Stunde,Programmierung,Data Science,,2 days 00:00:00.000000000
45,Digishock 2.0: Machine Learning for Beginners (No Coding),https://www.udemy.com/course/digishock-20-machine-learning-for-beginners-no-coding/?couponCode=D92BD2258999541855A8,3.05556,128,English,1 total Stunde,Programmierung,Data Science,,2 days 00:00:00.000000000
94,The Rise of Artificial Intelligence At Work in 2020 & Beyond,https://www.udemy.com/course/the-rise-of-artificial-intelligence-at-work-in-2019-beyond/?couponCode=73A48D9923CC7994D4C6,4.04545,88,English,"1,5 total Stunden",Programmierung,Data Science,,1 days 15:00:00.000000000
100,Python for Machine Learning bootcamp,https://www.udemy.com/course/python-for-machine-learning-bootcamp/?couponCode=MARS1992,4.28344,199,English,20 total Stunden,Programmierung,Data Science,,2 days 08:00:00.000000000
2,Learn to Code with Python 3!,https://www.udemy.com/course/python3-for-beginners/?couponCode=2E436F6BD83053AD20CE,4.13052,1222,English,"17,5 total Stunden",Programmierung,Programmiersprachen,,0 days 10:00:00.000000000
4,Ultimate Python Course - Learn From Scratch,https://www.udemy.com/course/ultimate-python-course-learn-from-scratch/?couponCode=PYTH-FR-OP,3.03333,17,English,32 Min. gesamt,Programmierung,Programmiersprachen,,2 days 08:00:00.000000000
9,The Complete Angular Course: Beginner to Expert!,https://www.udemy.com/course/the-complete-angular-course-beginner-to-expert-1/?couponCode=DISCUDEMY.COM,3.06667,15,English,1 total Stunde,Programmierung,Programmiersprachen,,2 days 06:00:00.000000000
31,Python Fundamentals Course,https://www.udemy.com/course/python-fundamentals-course/?couponCode=LEARNPYTHON2,4.11111,11,English,3 total Stunden,Programmierung,Programmiersprachen,,0 days 12:00:00.000000000
50,The Complete Python 3 Course: Beginner to Advanced!,https://www.udemy.com/course/python-complete/?couponCode=2BC14CF9D1776F25CCBC,4.2124,12613,English,18 total Stunden,Programmierung,Programmiersprachen,,0 days 10:00:00.000000000
133,Complete Python Course - Learn From Scratch,https://www.udemy.com/course/complete-python-course-learn-from-scratch/?couponCode=DISCUDEMY.COM,3.6,57,English,3 total Stunden,Programmierung,Programmiersprachen,,1 days 03:00:00.000000000
166,Automate the Boring Stuff with Python Programming,https://www.udemy.com/course/automate/?couponCode=FEB2020FREE2,4.60868,42025,English,"9,5 total Stunden",Programmierung,Programmiersprachen,,0 days 09:00:00.000000000
177,Complete Python 3 Course: Beginner to Advanced!,https://www.udemy.com/course/complete-python-course-learn-from-scratch-h/?couponCode=DISCUDEMY.COM,3.6,12,English,40 Min. gesamt,Programmierung,Programmiersprachen,,2 days 05:00:00.000000000
47,Learn Brave,https://www.udemy.com/course/learn-brave/?couponCode=TRY109FREE,3.55,24,English,36 Min. gesamt,Programmierung,Programmierungstools,,1 days 00:00:00.000000000
78,Learn Firefox,https://www.udemy.com/course/learn-firefox/?couponCode=TRY109FREE,3.5,38,English,37 Min. gesamt,Programmierung,Programmierungstools,,1 days 00:00:00.000000000
82,Learn Microsoft Edge,https://www.udemy.com/course/learn-microsoft-edge/?couponCode=TRY109FREE,3.7,27,English,33 Min. gesamt,Programmierung,Programmierungstools,,1 days 00:00:00.000000000
121,Learn Google Chrome,https://www.udemy.com/course/learn-google-chrome/?couponCode=TRY109FREE,3.83125,93,English,32 Min. gesamt,Programmierung,Programmierungstools,,1 days 00:00:00.000000000
128,Learn Firefox Developer Edition,https://www.udemy.com/course/learn-firefox-developer-edition/?couponCode=TRY109FREE,3.59091,30,English,32 Min. gesamt,Programmierung,Programmierungstools,,1 days 00:00:00.000000000
6,Learn Basic Audition,https://www.udemy.com/course/learn-basic-audition/?couponCode=TRY109FREE,3.6,13,English,43 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
7,Learn Photoshop Filters,https://www.udemy.com/course/learn-photoshop-filters/?couponCode=TRY109FREE,3.29167,13,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
22,Learn Basic Photoshop,https://www.udemy.com/course/learn-basic-photoshop/?couponCode=TRY109FREE,3.71579,210,English,"1,5 total Stunden",Programmierung,Sonstiges,,1 days 00:00:00.000000000
43,Learn PowerShell,https://www.udemy.com/course/learn-powershell/?couponCode=TRY109FREE,3.30882,90,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
54,Learn Photoshop Scripts,https://www.udemy.com/course/learn-photoshop-scripts/?couponCode=TRY109FREE,3.5,19,English,32 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
55,Learn Basic Lightroom,https://www.udemy.com/course/learn-basic-lightroom/?couponCode=TRY109FREE,4.4375,25,English,33 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
64,Learn Basic Premiere Pro,https://www.udemy.com/course/learn-basic-premiere-pro/?couponCode=TRY109FREE,3.95,11,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
65,AutoCAD 2020 and Artificial Intelligence Tools: Part 1,https://www.udemy.com/course/autocad-2020-and-artificial-intelligence-tools-part-1/?couponCode=DB1F80CA4EF3F40D51AC,3.92857,49,English,1 total Stunde,Programmierung,Sonstiges,,1 days 14:00:00.000000000
74,Learn Basic Illustrator,https://www.udemy.com/course/learn-basic-illustrator/?couponCode=TRY109FREE,3.70115,194,English,39 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
76,Learn Photoshop Extensions,https://www.udemy.com/course/learn-photoshop-extensions/?couponCode=TRY109FREE,3.5,10,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
86,Digishock 1.0 Basics: Technologies that can shake the world,https://www.udemy.com/course/digishock-10-basics-create-operating-system-without-code/?couponCode=7BE654FFC5CA30C958A2,3.4,52,English,42 Min. gesamt,Programmierung,Sonstiges,,1 days 15:00:00.000000000
91,Learn Basic Adobe XD,https://www.udemy.com/course/learn-basic-adobe-xd/?couponCode=TRY109FREE,3.42929,121,English,35 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
104,Learn Photoshop Automate,https://www.udemy.com/course/learn-photoshop-automate/?couponCode=TRY109FREE,3.5,10,English,34 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
107,Build your own powerful super computer on cloud in 2020,https://www.udemy.com/course/build-your-own-powerful-super-computer-on-cloud/?couponCode=333686F4E59CAFA99469,3.11364,76,English,1 total Stunde,Programmierung,Sonstiges,,2 days 00:00:00.000000000
119,Learn Creative Cloud,https://www.udemy.com/course/learn-creative-cloud/?couponCode=TRY109FREE,3.97826,29,English,39 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
120,Learn Photoshop Menu Keyboard Shortcuts,https://www.udemy.com/course/learn-photoshop-menu-keyboard-shortcuts/?couponCode=TRY109FREE,3.61538,16,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
125,Learn Photoshop Toolbar Keyboard Shortcuts,https://www.udemy.com/course/learn-photoshop-toolbar-keyboard-shortcuts/?couponCode=TRY109FREE,3.85,11,English,41 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
149,Learn Basic InDesign,https://www.udemy.com/course/learn-basic-indesign/?couponCode=TRY109FREE,3.87778,53,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
154,Learn Basic Premiere Rush,https://www.udemy.com/course/learn-basic-premiere-rush/?couponCode=TRY109FREE,3.86364,18,English,33 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
160,Learn Photoshop Layers,https://www.udemy.com/course/learn-photoshop-layers/?couponCode=TRY109FREE,3.625,19,English,1 total Stunde,Programmierung,Sonstiges,,1 days 00:00:00.000000000
164,Learn Photoshop Workspaces,https://www.udemy.com/course/learn-photoshop-workspaces/?couponCode=TRY109FREE,3.6,14,English,35 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
172,Learn Photoshop Preferences,https://www.udemy.com/course/learn-photoshop-preferences/?couponCode=TRY109FREE,3.15,11,English,34 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
175,Learn Photoshop Tools,https://www.udemy.com/course/learn-photoshop-tools/?couponCode=TRY109FREE,4.15,14,English,35 Min. gesamt,Programmierung,Sonstiges,,1 days 00:00:00.000000000
187,Group Policy (Active Directory) for IT Support Technicians,https://www.udemy.com/course/group-policy-administration-for-it-support-technicians/?couponCode=MAR2020,3.66667,28,English,32 Min. gesamt,Programmierung,Sonstiges,,1 days 03:00:00.000000000
23,Learn Basic HTML5,https://www.udemy.com/course/learn-basic-html5/?couponCode=TRY109FREE,3.99348,263,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
26,Complete Web Development: 22 Courses in 1,https://www.udemy.com/course/the-complete-web-development-course/?couponCode=FREEWEBDEV,3.75926,480,English,"11,5 total Stunden",Programmierung,Webentwicklung,,1 days 17:00:00.000000000
33,Learn Basic Bootstrap 4,https://www.udemy.com/course/learn-basic-bootstrap-4/?couponCode=TRY109FREE,4.07812,73,English,2 total Stunden,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
58,Learn Basic CSS3,https://www.udemy.com/course/learn-basic-css3/?couponCode=TRY109FREE,3.88462,101,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
59,Learn Basic JavaScript,https://www.udemy.com/course/learn-basic-javascript/?couponCode=TRY109FREE,3.91329,197,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
68,Learn Basic GitHub,https://www.udemy.com/course/learn-basic-github/?couponCode=TRY109FREE,3.61468,126,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
70,Web Development Masterclass - Complete Certificate Course,https://www.udemy.com/course/web-development-masterclass-complete-certificate-course/?couponCode=3B42482F5EC0783CDB0A,4.35862,610,English,"20,5 total Stunden",Programmierung,Webentwicklung,,1 days 15:00:00.000000000
71,Learn Advanced SVG,https://www.udemy.com/course/learn-advanced-svg/?couponCode=TRY109FREE,3.67857,19,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
73,Learn Basic SVG,https://www.udemy.com/course/learn-basic-svg/?couponCode=TRY109FREE,4.02632,27,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
81,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu 18.04",https://www.udemy.com/course/install-nginx-php-mysql-ssl-wordpress-on-ubuntu/?couponCode=CDDD6A5E8D29CE360AD9,4.19643,107,English,"1,5 total Stunden",Programmierung,Webentwicklung,,2 days 16:00:00.000000000
93,Learn Advanced HTML5,https://www.udemy.com/course/the-complete-html-5-course-from-scratch/?couponCode=TRY109FREE,3.83121,702,English,2 total Stunden,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
106,Front End Web Development For Beginners (A Practical Guide),https://www.udemy.com/course/learn-front-end-development/?couponCode=TRY109FREE,4.125,1018,English,"3,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
108,Learn Font Awesome,https://www.udemy.com/course/learn-font-awesome/?couponCode=TRY109FREE,3.73684,22,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
110,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/course/html5css3/?couponCode=MARCHFREE,4.1,195,English,"4,5 total Stunden",Programmierung,Webentwicklung,,2 days 19:00:00.000000000
114,Learn Google Fonts,https://www.udemy.com/course/learn-google-fonts/?couponCode=TRY109FREE,3.97619,29,English,43 Min. gesamt,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
122,Learn Advanced jQuery,https://www.udemy.com/course/the-learn-jquery-course/?couponCode=TRY109FREE,3.70732,98,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
138,Learn Advanced JavaScript,https://www.udemy.com/course/the-learn-javascript-course/?couponCode=TRY109FREE,3.57383,220,English,"2,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
139,Learn Basic jQuery,https://www.udemy.com/course/learn-basic-jquery/?couponCode=TRY109FREE,4.18056,57,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
155,Learn Domain Names,https://www.udemy.com/course/learn-domain-names/?couponCode=TRY109FREE,3.65741,62,English,35 Min. gesamt,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
158,Complete Responsive Web Development: 4 courses in 1,https://www.udemy.com/course/responsive-web-development/?couponCode=FREEWEBDEV,3.88889,358,English,6 total Stunden,Programmierung,Webentwicklung,,0 days 16:00:00.000000000
168,Learn Git Bash,https://www.udemy.com/course/learn-git-bash/?couponCode=TRY109FREE,3.59677,138,English,42 Min. gesamt,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
169,Learn Advanced Bootstrap 4,https://www.udemy.com/course/learn-advanced-bootstrap-4/?couponCode=TRY109FREE,3.80851,57,English,"2,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
170,Compass - powerful SASS library that makes your life easier,https://www.udemy.com/course/compass-powerful-sass-library-that-makes-your-life-easier/?couponCode=0396A134418A3E3E6BA3,4.15,43,English,2 total Stunden,Programmierung,Webentwicklung,,1 days 23:00:00.000000000
174,Learn Web Hosting,https://www.udemy.com/course/learn-web-hosting/?couponCode=TRY109FREE,3.42857,75,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
179,The Complete Full-Stack JavaScript Course!,https://www.udemy.com/course/full-stack-javascript/?couponCode=7132DF89AE30E4D1BA82,4.42629,1300,English,"24,5 total Stunden",Programmierung,Webentwicklung,,0 days 10:00:00.000000000
181,Learn Sublime Text 3,https://www.udemy.com/course/learn-sublime-text-3/?couponCode=TRY109FREE,3.87755,71,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 00:00:00.000000000
188,Learn Advanced CSS3,https://www.udemy.com/course/the-complete-css-course/?couponCode=TRY109FREE,3.71642,188,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 00:00:00.000000000
13,Earn Passive Income Teaching On Udemy In 2020 - Unofficial,https://www.udemy.com/course/teachonudemy/?couponCode=MARCHFREE,4.55,41,English,5 total Stunden,Wissenschaft & Lehre,Online-Unterricht,,2 days 19:00:00.000000000
131,RoboAuthor: Content Writing Automation 2020 - Part 1,https://www.udemy.com/course/roboauthor-content-writing-automation-2019-part-1/?couponCode=14C498FA3DC2C6A40C78,3.92857,101,English,34 Min. gesamt,Wissenschaft & Lehre,Sonstige Wissenschaften & Lehre,,0 days 22:00:00.000000000
36,2020/1: University entry level - Advanced Business,https://www.udemy.com/course/egg-timer-business-studies/?couponCode=MARCHSPECIAL,4.7,17,English,6 total Stunden,Wissenschaft & Lehre,Sozialwissenschaften,,0 days 23:00:00.000000000
